movieId,title,genres,imdbId,tmdbId,overview
70315,Friend Zone (Pagafantas) (2009),Comedy,1161443,20071,"Bilbao, Spain. After breaking up with Elisa, his girlfriend for several years, Txema meets Claudia, a gorgeous Argentinian girl, in a very awkward situation. They become friends so soon and so easily that Txema misinterprets Claudia's feelings for him."
70318,"Black Box, The (La boîte noire) (2005)",Mystery|Thriller,414879,13730,"An accident survivor wakes from a coma and confronts old, uncomfortable memories."
70331,My Stars (Mes stars et moi) (2008),Comedy,1213922,15438,"Robert, a fan of three French actresses is a bald-headed, potbellied man on the fifties, but fully devotes himself to them, and sometimes works for them without being recognized. But those star actresses find him a simple stalker fan and make fun of him, but later recognize he is sincere and genuine."
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,1114677,18126,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet niblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana."
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,1046173,14869,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos."
70342,Séraphine (2008),Drama|War,1048171,14415,"The tragic story of French naïve painter Séraphine Louis aka Séraphine de Senlis (1864-1942), a humble servant who becomes a gifted self-taught painter. Discovered by prominent critic and collector William Uhde, she came to prominence between the wars grouped with other naïve painters like Henri Rouseau only to descend into madness and obscurity with the onset of the Great Depression and World War II."
70344,Cold Souls (2009),Comedy|Drama,1127877,30250,"Paul is agonising over his interpretation of 'Uncle Vanya' and, paralysed by anxiety, stumbles upon a solution via a New Yorker article about a high-tech company promising to alleviate suffering by extracting souls. He enlists their services—only to discover that his soul is the shape and size of a chickpea."
70355,Daddy Nostalgia (Daddy Nostalgie) (1990),Drama,99341,121895,"A half English, half French screenwriter visits her parents on the Riviera after her father's heart surgery. Once there, she begins to connect with him in a way she never did before, as each member of the family tries to cope with his imminent death."
70361,12 Rounds (2009),Action|Thriller,1160368,17134,"When New Orleans Police Detective Danny Fisher stops a brilliant thief from getting away with a multimillion-dollar heist, the thief's girlfriend is accidentally killed. After escaping from prison, the criminal mastermind enacts his revenge, taunting Danny with 12 rounds of near-impossible puzzles and tasks that he must somehow complete to save the life of the woman he loves."
70366,"Silent Night, Deadly Night Part 2 (1987)",Comedy|Horror,93974,50719,"Ricky is released from a mental hospital, taking with him the memory of his brother Billy's death and embarking on a journey of relentless revenge."
70370,"Boys from Fengkuei, The (Feng gui lai de ren) (1983)",Drama,85533,105703,"Ah-Ching and his friends have just finished school in their island fishing village, and now spend most of their time drinking and fighting. Three of them decide to go to the port city of Kaohsiung to look for work. They find an apartment through relatives, and Ah-Ching is attracted to the girlfriend of a neighbor. There they face the harsh realities of the big city."
70374,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La) (2000)",Comedy,260193,17199,"Christophe agrees to be filmed by his roommate Stéphane, while he is searching for a meaningful engineering job. Since he voluntarily resigned his job when he was to be moved to quality control, he does not get unemployment benefits, and goes to classes on how to contest the decision."
70377,Where Danger Lives (1950),Drama|Film-Noir|Romance|Thriller,43131,20153,A young doctor falls in love with a disturbed young woman and apparently becomes involved in the death of her husband. They head for Mexico trying to outrun the law.
70410,"Killing Room, The (2009)",Drama|Mystery|Thriller,1119191,20777,"Four volunteers sign up for what initially appears to be a typical paid research study, only to discover that they've unwittingly become involved with a classified government program that was said to have been terminated nearly two decades ago."
70418,Introducing Dorothy Dandridge (1999),Drama|Musical|Romance,172348,54982,"An acclaimed stage performer, Dorothy still struggled with the challenge of her color, in a time that wouldn't let some stars in by the front door. Yet against the odds she beat out many more famous rivals for the role of ""Carmen Jones"", becoming the first black woman ever nominated for a Best Actress Academy Award. Marriages and affairs would break her heart, but her heart was strong. Seductive and easily seduced, she was born to be a star - with all the glory and all the pain of being loved, abused, cheated, glorified, undermined and undefeated. Here was a woman who wouldn't wait in the wings. Halle Berry stars as Dorothy Dandrige."
70421,"Summer at Grandpa's, A (Dong dong de jia qi) (1984)",Drama,87164,92989,A coming-of-age story about a young brother and sister whom spend a pivotal summer in the country with their grandparents.
70423,"Time to Live, a Time to Die, A (Tong nien wang shi) (1985)",Drama,90185,45999,An autobiographical film based on Taiwanese director Hou Hsiao-hsien's memories of his youth growing up in Taiwan after emigrating from mainland China.
70425,"One and Only, The (Eneste ene, Den) (1999)",Comedy|Romance,167137,18908,"When kitchen fitter Niller comes to install Sus's new suite, their immediate attraction to one another proves a sweet escape from both of their problematic relationships."
70432,Fail Safe (2000),Drama|Thriller,235376,31067,Cold War tensions climb to a fever pitch when a U.S. bomber is accidentally ordered to drop a nuclear warhead on Moscow.
70451,Max Manus (2008),Action|Drama|War,1029235,13752,"Max Manus is a Norwegian 2008 biographic war film based on the real events of the life of resistance fighter Max Manus (1914–96), after his contribution in the Winter War against the Soviet Union. The story follows Manus through the outbreak of World War II in Norway until peacetime in 1945."
70465,Jerusalema (Gangster's Paradise: Jerusalema) (2008),Action|Crime|Drama,783532,22600,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot."
70488,Wings of Hope (Julianes Sturz in den Dschungel) (2000),Adventure|Documentary,249248,99657,"Werner Herzog returns to the South American jungle with Juliane Koepcke, the German woman who was the sole survivor of a plane crash there in 1971. They find the remains of the plane and recreate her journey out of the jungle."
70490,"Trail Beyond, The (1934)",Action|Adventure|Western,25903,40797,Rod Drew hunts for a missing girl and finds himself in a fight over a goldmine as well.
70492,Winds of the Wasteland (1936),Western,28510,40743,The arrival of the telegraph put Pony Express riders like John Blair and his pal Smoky out of work. A race will decide whether they or stageline owner Drake get the government mail contract.
70495,Kill Buljo: The Movie (2007),Action|Comedy,913401,17285,"Jompa Tormann and his guests and family are brutally gunned down during an engagement party. Sami- and women-hating police officer Sid Wisløff is put on the case. Together with his colleague and a Sami guide, Wisløff tries to find the guilty party, but Tormann survived and he wants revenge!"
70497,Stone of Destiny (2008),Adventure|Comedy|Crime|Drama,1037156,12407,"Tells of the daring heist of The Stone of Destiny in the 1950s by a charming group of idealistic Scottish undergraduates, whose action rekindled Scottish nationalistic pride."
70500,Okie Noodling (2001),Documentary,294805,97252,"For centuries, a unique breed of fishermen has been catching monster catfish with their bare hands in the rivers and lakes of Oklahoma. Today, the tradition of ""noodling"" still has Okie anglers hooked. This documentary by Bradley Beesley features interviews with hardcore handfishing veterans as well as footage of real noodlers in action. Set against an original musical score by rock band The Flaming Lips, Okie Noodling offers an anecdotal look at a most unusual piece of Midwest American culture."
70507,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007)",Comedy|Drama|Fantasy,819953,18440,"When a comet strikes Earth and kicks up a cloud of toxic dust, hundreds of humans join the ranks of the living dead. But there's bad news for the survivors: The newly minted zombies are hell-bent on eradicating every last person from the planet. For the few human beings who remain, going head to head with the flesh-eating fiends is their only chance for long-term survival. Yet their battle will be dark and cold, with overwhelming odds."
70511,Randy Rides Alone (1934),Western,25699,22602,"Bandits lead by Matt the Mute enter a bar and kill multiple people. Randy Bowers comes to town and is framed by Matt the Mute, who is working with the sheriff (who doesn't know Matt is really a criminal). Randy escapes with the help of the niece of the dead owner of the bar. Bowers ends up running from the sheriff, and ends up in the cave in which the bandits have their hide-out…"
70513,West of the Divide (1934),Romance|Western,25969,40799,Ted Hayden impersonates a wanted man and joins Gentry's gang only to learn later that Gentry was the one who killed his father.
70517,Army Brats (Schatjes!) (1984),Children|Comedy,88050,40071,A peaceful family-life is suddenly disturbed when the children enter puberty. The children take over the house and disrupt the lives of their parents.
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,1117666,19422,
70529,Je suis né d'une cigogne (1999),Comedy|Fantasy,211445,31670,"Three French pals take to the road in a stolen car and discover a talking, wounded stork — who claims to have deserted the Algerian army — and help it to escape to the home of a relative in Germany."
70531,"Star Packer, The (1934)",Action|Romance|Western,25830,38107,"John Travers and Yak, his faithful Indian sidekick, pick up where a murdered sheriff leaves off, and try to nab the mysterious Shadow."
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,923811,15137,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX’s famous 1996 anime series. The film was retitled “Evangelion: 1.01” for its DVD release and “Evangelion: 1.11” for a release with additional scenes."
70535,Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) (2000),Animation|Comedy|Romance,414243,37047,"As another round of preliminary tests approach for Keitarō, so does Christmas. And as the first Christmas of the millennium, there is a rumor that if one confesses his love on this special eve it will come true. Keitarō has decided what he needs to do on this Christmas eve. But being a retaker, can he afford taking attention away from the tests on the same day?"
70537,Moliere (1978),Drama,77941,66949,"Jean-Baptiste Poquelin is raised by his father and his grandfather because his mother dies when he's still very little. He works as a handyman, studies the law at a university and travels the country as an actor before he becomes the celebrated playwright Molière who impresses firstly the Duke of Orleans and then even King Louis XIV."
70541,Floating Clouds  (Ukigumo) (1955),Drama|Romance,48757,77285,"A married Japanese forester during WWII is sent to Indochina to manage forests. He meets a young Japanese typist and promises to leave his wife. He doesn't and after the war, she turns up and the affair resumes."
70543,Japanese Girls at the Harbor (Minato no nihon musume) (1933),Drama,160535,64728,"Set in the port city of Yokohama, two girls, Sunako and Dora who attend a Christian school, pledge to be friends. But when a youth named Henry appears on his motorcycle and offers to take Sunako for a ride, we know that this friendship won't last and that the lives of both girls will change in ways they are barely able to comprehend, and can do little to change."
70545,"Deal, The (2008)",Comedy,848281,11115,"As an ex-gambler teaches a hot-shot college kid some things about playing cards, he finds himself pulled into the world series of poker, where his protégé is his toughest competition."
70549,Doing Time on Maple Drive (1992),Drama,104118,22795,"Yale scholar Matt Carter introduces his wealthy fiancée, Allison, to his family, and initially everything goes smoothly. However, it isn't long before Allison learns that Matt has lied to her about his relatives to mask their failures and dysfunctions. His brother, Tim, flunked out of school and developed a drinking problem, and Matt struggles to keep his own troubling secret from his less than tolerant parents."
70559,"Line, The (La linea) (2008)",Action|Crime|Drama|Thriller,1111918,21878,"The story centers around veteran assassin Mark Shields as he tracks down, Pelon, the elusive head of the Salazar Crime Cartel. Through twists of fate, Shields ends up with a local woman, Olivia who is also fighting her own demons for the sake of her daughter. Set in the rich and atmospheric backdrop of Tijuana, Mexico, La Linea (The Line) is full of action and drama."
70562,"Ramen Girl, The (2008)",Comedy|Drama|Romance,806165,18585,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a ramen chef under a tyrannical Japanese master."
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,1092633,19905,"Don Ready is many things, but he is best-known as an extraordinary salesman. When a car dealership in Temecula teeters on the brink of bankruptcy, he and his ragtag team dive in to save the day. But what Ready doesn't count on is falling in love and finding his soul."
70567,Adam (2009),Drama|Romance,1185836,22051,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth."
70571,Just Sex and Nothing Else (Csak szex és más semmi) (2005),Comedy,402115,25902,"The attractive, 32-year old and single Dora edits scripts for plays and is working on ""Dangerous Liaisons."" One day when her lover shoves her, half-naked, out on a balcony at the sudden appearance of the wife that Dora didn't know he had, Dora is rescued by a handsome man named Tamas."
70587,Alien Trespass (2009),Comedy|Sci-Fi,1122836,16634,"In 1957 a fiery object crashes into a mountaintop in the California desert, bringing the threat of disaster to Earth. Out of the flying saucer escapes a murderous creature, the Ghota, bent on destroying all life forms on the planet. A benevolent alien from the spaceship, Urp, inhabits the body of Ted Lewis, an astronomer and with the help of Tammy, a diner waitress, sets out to save mankind."
70591,Ignition (2001),Action|Drama,247419,58421,A web of intrigue and conspiracy lies beneath the euphoria as the U.S. is about to put a man on the moon for the first time in over thirty years
70593,Dillinger and Capone (1995),Crime|Drama,112869,56264,"In 1934, J. Edgar Hoover and the boys made headlines for mowing down John Dillinger in a hail of bullets outside Chicago's Biograph theater. But in fact, according to this Jon Purdy gangster thriller, the Feds iced Dillinger's brother. Fast-forward five years, when mobster kingpin Al Capone (F. Murray Abraham) gives the real Dillinger (Martin Sheen) an offer he can't refuse: rob millions from a secluded vault or watch his wife and child get whacked."
70595,"Next Stop, Greenwich Village (1976)",Comedy,74963,31913,An aspiring Jewish actor moves out of his parents' Brooklyn apartment to seek his fortune in the bohemian life of Greenwich Village in 1953.
70597,Gigantic (2008),Comedy|Romance,1176251,14940,"Young mattress salesman Brian decides to adopt a baby from China but is distracted when he forms a relationship with quirky, wealthy Harriet whom he meets at his mattress store. As their relationship flourishes, unbeknownst to them, a hitman is trying to kill Brian."
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,452694,24420,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire."
70607,Feast II: Sloppy Seconds (2008),Action|Comedy|Horror|Thriller,1104835,13797,The monsters have made it into a small neighboring town in the middle of nowhere and the locals have to band with the survivors of the bar slaughter to figure out how to make it.
70609,Katze im Sack (2005),Drama,443076,12605,"Waitress Doris meets a stranger on a train to Leipzig. This well-dressed thirty-something man decides to follow her, as they are drawn to each other, but neither seem prepared to admit to their loneliness."
70611,Traffic Affairs (Mitfahrer) (2004),Drama,407008,128856,"Eight people on a journey across Germany. Each has a destination in mind, each has worries as well as wishes. Fate brings them together. The carpooling agency throws them together in three cars. They have to spend several hours together in a very confined space. A shy wallflower, a pushy swimwear salesman, a boy who wants to get out of the provinces for a weekend... Their lives become intertwined for a few hours during the trip. But how do such different people fit together at all? This question is the source of the movie's suspense."
70629,Waterland (1992),Drama,105790,145066,The story of a mentally anguished high school history teacher going through a complete reassessment of his life. His method for reassessing his life is to narrate it to his class and interweave in it three generations of his family's history.
70637,I Can't Think Straight (2007),Drama|Romance,830570,31216,"Tala, a London-based Palestinian, is preparing for her elaborate Middle Eastern wedding when she meets Leyla, a young British Indian woman who is dating her best friend. Spirited Christian Tala and shy Muslim Leyla could not be more different from each other, but the attraction is immediate and goes deeper than friendship. But Tala is not ready to accept the implications of the choice her heart has made for her and escapes back to Jordan, while Leyla tries to move on with her new-found life, to the shock of her tradition-loving parents. As Tala's wedding day approaches, simmering tensions come to boiling point and the pressure mounts for Tala to be true to herself."
70641,Miss March (2009),Comedy,1151922,19556,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl.
70643,Bandslam (2009),Comedy|Drama|Musical,976222,23367,"A  new kid in town assembles a fledgling rock band — together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands."
70649,"City of Sadness, A (Bei qing cheng shi) (1989)",Drama,96908,49982,"The story of a family embroiled in the ""White Terror,"" the Kuomintang government's anti-communist political repression that was wrought on the Taiwanese people from 1947-1987."
70656,Harvard Beats Yale 29-29 (2008),Documentary,1286800,45852,"Filmmaker and author Kevin Rafferty takes viewers back to 1968 to witness a legendary college football game and meet the people involved, interweaving game footage with players' reflections. The names may be familiar, but their views on the game's place in the turbulent history of the 1960s college scene add an unexpected dimension."
70659,"Great Happiness Space, The: Tale of an Osaka Love Thief (2006)",Documentary,493420,24999,"Welcome to The Great Happiness Space: Rakkyo Café. The club's owner, Issei (22), has a staff of twenty boys all under his training to become the top escorts of Osaka's underground love scene. During their training, they learn how to dress, how to talk, how to walk, and most importantly, how to fake relationships with the girls who become their source of income. Join us as Osaka's number one host boy takes us on a journey through the complex and heartrenching world of love for sale in the Japanese underground."
70661,Tyler Perry's Meet the Browns (2008),Comedy|Drama|Romance,1047494,16710,"A single mother living in inner city Chicago, Brenda has been struggling for years to make ends meet and keep her three kids off the street. When she's laid off with no warning, she starts losing hope for the first time - until a letter arrives announcing the death of a father she's never met. Desperate for any kind of help, Brenda takes her family to Georgia for the funeral, but nothing could have prepared her for the Browns, her father's fun-loving, crass Southern clan. In a small-town world full of long afternoons and country fairs, Brenda struggles to get to know the family she never knew existed... and finds a brand new romance that just might change her life."
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,1032815,19840,"A valedictorian's declaration of love for a high-school cheerleader launches a night of revelry, reflection and romance for a group of graduating seniors."
70670,Second Wind (Le deuxième souffle) (Second Breath) (1966),Crime|Drama|Film-Noir,60305,25047,"A gangster escapes jail and quickly makes plans to continue his criminal ways elsewhere, but a determined inspector is closing in."
70678,Huhwihaji Anha (No Regret) (2006),Drama,996948,33199,"Su-min is an orphan trying to balance work in a factory with study at an art college and an evening job. One night, a rich young businessman makes an advance on him during one of his driving jobs."
70682,Detroit Metal City (Detoroito Metaru Shiti) (2008),Comedy|Drama|Musical,1142972,22025,"Soichi Negishi moved to Tokyo to chase his dream of becoming a musician playing stylish, Swedish-style pop. Instead, he finds himself leading the death metal band Detroit Metal City, or DMC, as the costumed and grotesquely made-up ""demon emperor"" Johannes Krauser II. Although he hates the role and the things he has to do as a member of the band, he has a definite talent for it."
70684,Daughter of the Nile (Ni luo he nu er) (1987),Drama,93633,99599,"Lin Hsiao-yang tries to keep her family together while working as a waitress at Kentucky Fried Chicken and going to night school. With no mother and her father currently working out of town, it is up to Lin Hsiao-yang to take care of her younger siblings, who are slipping into a life of crime."
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,1331064,25183,"Paper Heart follows Nick and Charlyne on a cross-country journey to document what exactly ""love"" is. Interviewing ministers, happily married couples, chemists, romance novelists, divorce lawyers, a group of children and more, the determined young girl attempts to find definition and perhaps even experience the mysterious emotion."
70689,Mystery Street (1950),Crime|Drama|Film-Noir,42771,19170,"When a young woman's skeletal remains turn up on a Massachusetts beach, Barnstable cop Peter Moralas teams with Boston police and uses forensics, with the help of a Harvard professor, to determine the woman's identity, how she died, and who killed her."
70695,"Haunting of Molly Hartley, The (2008)",Drama|Horror|Thriller,1045655,14745,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become."
70697,G-Force (2009),Action|Adventure|Children|Fantasy,436339,19585,"A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?"
70703,Christopher Columbus: The Discovery (1992),Adventure,103962,41682,"Genoan navigator Christopher Columbus has a dream to find an alternative route to sail to the Indies, by traveling west instead of east, across the unchartered Ocean sea. After failing to find backing from the Portugese, he goes to the Spanish court to ask Queen Isabella and King Ferdinand for help. After surviving a grilling from the Head of the Spanish Inquisition Tomas de Torquemada, he eventually gets the blessing from Queen Isabella and sets sail in three ships to travel into the unknown. Along the way he must deal with sabotage from Portugese spies and mutiny from a rebellious crew."
70706,Fighting (2009),Action|Drama,1082601,17336,"Small-town boy Shawn MacArthur has come to New York City with nothing. Barely earning a living selling counterfeit goods on the streets, his luck changes when scam artist Harvey Boarden sees that he has a natural talent for streetfighting. When Harvey offers Shawn help at making the real cash, the two form an uneasy partnership."
70708,Tetro (2009),Drama|Mystery,964185,11928,"In Buenos Aires, 17-year-old Bennie seeks out his estranged brother Tetro, a once-promising writer haunted by their family’s past. As Bennie uncovers Tetro’s hidden manuscript, old secrets and rivalries resurface, forcing both men to confront the truth about their father and the tangled legacy that tore their family apart."
70712,Abandon Ship! (Seven Waves Away) (1957),Adventure|Drama,50091,98289,"After a massive luxury liner sinks into the ocean, the ship's officer must command a rickety lifeboat, built for only nine, that is stuffed with over twenty desperate and injured passengers. As a hurricane approaches and the many wounded passengers struggle for life, difficult decisions must be made about who will remain on the boat and who must be cast to the sea in order to give others the chance to survive."
70722,"Good Men, Good Women (Hao nan hao nu) (1995)",Drama|Romance,113256,99600,An actress preparing to play in a historical epic is terrorized by someone faxing her pages from her stolen diary; has colorful flashbacks of her affair with a now-deceased man; and imagines black-and-white film-within-a-film scenes of the movie she is about to appear in.
70724,Side Street (1949),Crime|Drama|Film-Noir,42960,18281,"A struggling young father-to-be gives in to temptation and impulsively steals an envelope of money from the office of a corrupt attorney. Instead of a few hundred dollars, it contains $30,000. When he decides to return the money, things go wrong - and that is only the beginning of his troubles."
70726,Adoration (2008),Drama,1074929,8895,"For his French-class assignment, a high school student weaves his family history in a news story involving terrorism, and goes on to invite an Internet audience in on the resulting controversy."
70728,Bronson (2009),Action|Comedy|Drama|Thriller,1172570,18533,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson."
70730,Feel the Noise (2007),Drama,756703,30319,"After a run-in with local thugs, aspiring Harlem rapper Rob flees to a place and father he never knew, and finds his salvation in Reggaeton, a spicy blend of hip-hop, reggae and Latin beats. Puerto Rico, the spiritual home of Reggaeton, inspires Rob and his step-brother Javi to pursue their dream of becoming Reggaeton stars. Together with a dancer named C.C., they learn what it means to stay true to themselves and each other, while overcoming obstacles in love, greed and pride, all culminating in an explosive performance at New York’s Puerto Rican Day Parade."
70740,I Really Hate My Job (2007),Comedy|Drama,831299,18820,"While anticipating the arrival of a famous Hollywood star, five employees at a mediocre restaurant in London's Soho must deal with rats, arguments and kitchen-based power struggles."
70742,"Matador, The (2008)",Documentary,1186238,85097,"Growing up in Granada, Spain, young David Fandila always dreamed of being a matador. This documentary captures the rise of ""El Fandi,"" one of Spain's most renowned bullfighters, who first entered the ring at age 14. While it's never in doubt that Fandila is at the top of his game, filmmakers Stephen Higgins and Nina Gilden Seavey weigh the significance of bullfighting as a cultural tradition against its inherent danger and cruelty."
70751,Little Richard (2000),Drama,228528,164741,"The story of Little Richard Penniman, from his poor Southern upbringing to dealing with the trials and tribulations of being a Black singer in the 1950s, to his born-again phase and brief ""retirement"" from rock and roll."
70762,"Curiosity of Chance, The (2006)",Comedy,481273,12839,"It’s the ‘80s once again, new wave angst and genderbending fashion are all the rage, but new kid at school, Chance Marquis, is trying to find new ways to stand out. Being an odd and somewhat awkward teenager makes him the target of the school bully. To deal with this dilemma, Chance turns to the opposite ends of the high school spectrum for help. On one side is the flamboyant drag queen and at the other, the varsity jock, Levi Sparks with whom Chance develops a unique friendship."
70769,If Only (2004),Drama|Fantasy|Romance|Thriller,332136,15775,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), Ian Wyndham, a grief-stricken British businessman living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed."
70789,"Susana (Devil and the Flesh, The) (1951)",Drama|Romance,43018,44655,The story of a girl of questionable mental stability who escapes from incarceration and ends up at a plantation where she disrupts a working family's daily routines and chemistry.
70792,Vengeance Valley (1951),Western,44186,43384,"A cattle baron takes in an orphaned boy and raises him, causing his own son to resent the boy. As they get older the resentment festers into hatred, and eventually the real son frames his stepbrother for fathering an illegitimate child that is actually his, seeing it as an opportunity to get his half-brother out of the way so he can have his father's empire all to himself."
70795,Great Guy (1936),Crime|Drama|Mystery,27697,46351,A meat inspector sets out to rid his town of payoff deals affecting the quality of meat being sold to the public.
70797,"Hurricane Express, The (1932)",Adventure|Crime|Drama,23038,38662,"The Wrecker wrecks trains on the L & R Railroad. One of his victims is Larry Baker's father. Baker wants to find the evildoer, among a host of suspects, but it will be difficult since the Wrecker can disguise himself to look like almost anyone"
70800,Paris (2007),Documentary,,,
70802,"Secret of Moonacre, The (2008)",Adventure|Fantasy|Romance,396707,18032,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor."
70804,Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) (1938),Documentary,30522,677,"Starting with a long and lyrical overture, evoking the origins of the Olympic Games in ancient Greece, Riefenstahl covers twenty-one athletic events in the first half of this two-part love letter to the human body and spirit, culminating with the marathon, where Jesse Owens became the first track and field athlete to win four gold medals in a single Olympics."
70806,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) (1938),Documentary,30523,685,"Part two of Leni Riefenstahl's monumental examination of the 1938 Olympic Games, the cameras leave the main stadium and venture into the many halls and fields deployed for such sports as fencing, polo, cycling, and the modern pentathlon, which was won by American Glenn Morris."
70817,Shadow Warriors 2 (Assault on Devil's Island) (1997),Action|Adventure|Thriller,118645,92011,"When one of Mike McBride's men goes rogue and takes a group of gymnasts hostage to Devil's Island in exchange for the return of drug lord Carlos Gallindo, the SEALS face their most perilous assignment yet."
70819,The Shadow of the Eagle (1932),Crime|Drama|Mystery|Thriller,23456,154430,The story of a young poet who became a symbol for Finnish optimism and was subsequently forced underground during Tsar Nicholas II's oppressive dictatorship.
70821,Cinematographer Style (2006),Documentary,847474,49835,110 of the world's top cinematographers discuss the art of how and why films look the way they do.
70824,"Cell 2, The (2009)",Horror|Sci-Fi|Thriller,1185837,18759,The Cusp is a serial killer who kills his victims and then brings them back to life; over and over again; until they beg to die! Maya is a psychic investigator who gained her powers after a 1 year coma after she was the Cusp's first victim! Now the Cusp Killer is back and Maya has little time to do what she has never done before: go into the mind of a killer unprotected and save his latest victim.
70826,Summer School (2006),Horror,469979,106028,"Having spent the last three days watching crappy B grade horror films, to catch up on his website movie reviews, Charles attempts to attend his first day of Summer School. All he wants to do is get his Physics class out of the way before starting senior year. Attending Summer School as well, by court order no less, are two of Charles' friends Dennis and Steve. Also his crush Lindsey appears to finally be noticing him. If his teacher, Mrs. Wickham, doesn't drive him insane what lurks in the school just might"
70828,Space Odyssey: Voyage to the Planets (2004),Documentary|Drama|Sci-Fi,395417,200039,
70831,Krakatoa: The Last Days (2006),Documentary|Drama,791318,87683,"A historical drama documentary depicting the eruption of Krakatoa volcano in 1883. The volcano was located in the Sunda strait in Indonesia and its eruption resulted in tsunami, rains of coals and ash, and ended with a very hot tsunami. The eruption killed more than 36,000 people and those survived were left with burns."
70833,Queen Kelly (1929),Drama,20298,42638,A prince betrothed to a mad queen falls in love with an orphan girl from a convent.
70839,Midnight Bayou (2009),Drama|Mystery|Romance,1320347,33314,The new owner of a supposedly haunted New Orleans plantation manor uncovers a shocking secret that has been hidden for over 100 years.
70843,Northern Lights (2009),Drama|Mystery|Romance,1363127,21657,"Hoping to leave behind troubled days in the Baltimore city police department, Nate Burns journeys to Alaska, where he takes up a quiet life as a small-town sheriff and begins a romance with spirited bush pilot Meg Galligan). But when Meg's father turns up dead, Burns finds himself thrust into the limelight of a dangerous murder investigation."
70846,Lorna's Silence (Le silence de Lorna) (2008),Drama,1186369,8899,"Lorna is a young Albanian woman in a marriage of convenience with Claudy, a heroin addict. Just as Lorna is about to be granted Belgian citizenship, Claudy finds the strength to detox; this presents a problem not only for Lorna, but for the criminal who brokered the deal."
70849,"Doulos, Le (1962)",Crime|Thriller,54821,20778,"Enigmatic gangster Silien may or may not be responsible for informing on Faugel,  who was just released from prison and is already involved in what should be a simple heist. By the end of this brutal, twisting, and multilayered policier, who will be left to trust?"
70862,It Might Get Loud (2008),Documentary,1229360,22492,"A documentary on the electric guitar from the point of view of three significant rock musicians: the Edge, Jimmy Page and Jack White."
